City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
75,Evensk,61.95,159.2333,16.05,87,100,7.87,RU,2021-12-02 18:27:34,light snow
76,Severo-Kurilsk,50.6789,156.125,33.04,72,88,38.07,RU,2021-12-02 18:27:34,overcast clouds
77,Marawi,7.9986,124.2928,66.65,97,95,1.05,PH,2021-12-02 18:25:16,overcast clouds
78,Ust-Nera,64.5667,143.2,-19.77,99,100,6.67,RU,2021-12-02 18:27:35,light snow
79,Mabaruma,8.2,-59.7833,87.8,62,40,18.41,GY,2021-12-02 18:27:36,scattered clouds
80,New Norfolk,-42.7826,147.0587,53.1,73,31,3.0,AU,2021-12-02 18:27:37,scattered clouds
81,Santa Maria,-29.6842,-53.8069,81.7,42,40,11.5,BR,2021-12-02 18:27:37,scattered clouds
82,Kenora,49.8167,-94.4337,24.78,86,90,2.3,CA,2021-12-02 18:27:37,overcast clouds
83,Cuiluan,47.72,128.648,-3.96,98,63,3.91,CN,2021-12-02 18:27:38,broken clouds
84,Shimoda,34.6667,138.95,45.1,69,1,7.25,JP,2021-12-02 18:27:38,clear sky
85,Zhigansk,66.7697,123.3711,-40.67,97,57,10.16,RU,2021-12-02 18:27:39,broken clouds
86,Portland,45.5234,-122.6762,54.81,84,75,1.99,US,2021-12-02 18:24:54,broken clouds
87,Hambantota,6.1241,81.1185,78.17,83,5,1.41,LK,2021-12-02 18:27:40,clear sky
88,Santa Cruz,-17.8,-63.1667,78.26,83,75,18.41,BO,2021-12-02 18:25:28,broken clouds
89,Hobart,-42.8794,147.3294,53.46,81,45,9.22,AU,2021-12-02 18:27:40,scattered clouds
90,Pizarro,4.9533,-77.366,79.92,83,91,8.41,CO,2021-12-02 18:27:41,light rain
91,Marystown,47.1666,-55.1483,45.86,100,49,3.0,CA,2021-12-02 18:27:41,scattered clouds
92,Nikki,9.9401,3.2108,82.85,20,78,4.47,BJ,2021-12-02 18:28:41,broken clouds
93,Kant,27.8,79.8,66.54,35,100,9.89,IN,2021-12-02 18:28:42,overcast clouds
94,Baykit,61.67,96.37,17.53,96,100,3.8,RU,2021-12-02 18:28:43,snow
95,Valparaiso,-33.0393,-71.6273,66.43,66,0,8.05,CL,2021-12-02 18:28:30,clear sky
96,Luganville,-15.5333,167.1667,78.98,85,47,7.45,VU,2021-12-02 18:28:45,scattered clouds
97,Eloy,32.7559,-111.5548,82.09,25,12,3.56,US,2021-12-02 18:28:46,few clouds
98,Praxedis Guerrero,31.3667,-106.0167,66.42,33,77,1.63,MX,2021-12-02 18:28:47,broken clouds
99,Ambilobe,-13.2,49.05,78.48,67,10,6.33,MG,2021-12-02 18:28:48,clear sky
100,Okhotsk,59.3833,143.3,2.14,79,100,22.75,RU,2021-12-02 18:28:48,overcast clouds
101,Nanortalik,60.1432,-45.2371,28.67,79,99,13.31,GL,2021-12-02 18:28:49,overcast clouds
102,Mama,58.3106,112.8986,-8.01,100,100,1.32,RU,2021-12-02 18:28:49,overcast clouds
103,Pacific Grove,36.6177,-121.9166,72.63,87,90,3.44,US,2021-12-02 18:28:50,fog
104,Caravelas,-17.7125,-39.2481,81.1,75,71,9.66,BR,2021-12-02 18:28:50,broken clouds
105,Port Elizabeth,-33.918,25.5701,64.09,67,0,21.85,ZA,2021-12-02 18:24:51,clear sky
106,Ostrovnoy,68.0531,39.5131,27.27,70,100,22.59,RU,2021-12-02 18:26:38,overcast clouds
107,San Patricio,28.017,-97.5169,82.02,66,66,6.98,US,2021-12-02 18:28:51,broken clouds
108,Bamnet Narong,15.4992,101.6897,64.42,66,29,11.63,TH,2021-12-02 18:28:52,scattered clouds
109,Norman Wells,65.282,-126.8329,-14.76,70,90,20.71,CA,2021-12-02 18:28:52,light snow
110,Warwick,41.7001,-71.4162,61.43,68,40,1.99,US,2021-12-02 18:26:51,scattered clouds
111,Provideniya,64.3833,-173.3,5.0,92,100,7.65,RU,2021-12-02 18:28:53,overcast clouds
112,Dalby,-27.1833,151.2667,67.98,94,57,7.0,AU,2021-12-02 18:28:53,broken clouds
113,Katsuura,35.1333,140.3,44.71,69,97,17.11,JP,2021-12-02 18:28:53,overcast clouds
114,Reconquista,-29.15,-59.65,90.36,28,0,8.79,AR,2021-12-02 18:28:54,clear sky
115,Dukat,62.55,155.55,-24.41,98,100,7.87,RU,2021-12-02 18:28:54,light snow
116,Butaritari,3.0707,172.7902,81.39,75,86,12.08,KI,2021-12-02 18:28:55,overcast clouds
117,Sur,22.5667,59.5289,73.27,62,0,3.27,OM,2021-12-02 18:28:55,clear sky
118,Sunyani,7.3399,-2.3268,82.9,44,24,2.84,GH,2021-12-02 18:28:56,few clouds
119,Cabo San Lucas,22.8909,-109.9124,85.51,59,1,1.99,MX,2021-12-02 18:28:56,clear sky
120,Mittagong,-34.45,150.45,57.99,93,58,3.38,AU,2021-12-02 18:28:57,broken clouds
121,Qaanaaq,77.484,-69.3632,6.3,66,100,7.65,GL,2021-12-02 18:28:57,overcast clouds
122,Namibe,-15.1961,12.1522,71.26,79,59,6.71,AO,2021-12-02 18:28:58,broken clouds
123,Rosetta,31.4044,30.4164,64.94,50,68,4.25,EG,2021-12-02 18:28:58,broken clouds
124,Yelanskiy,56.8419,62.5014,26.53,74,28,12.48,RU,2021-12-02 18:28:58,scattered clouds
125,Koforidua,6.0941,-0.2591,81.09,62,47,4.25,GH,2021-12-02 18:28:59,scattered clouds
126,Lebu,-37.6167,-73.65,56.53,65,100,18.45,CL,2021-12-02 18:28:59,overcast clouds
127,Glendive,47.1053,-104.7125,41.63,87,90,14.97,US,2021-12-02 18:29:00,overcast clouds
128,Souillac,-20.5167,57.5167,79.36,83,75,9.22,MU,2021-12-02 18:29:00,light rain
129,Pasni,25.2631,63.471,75.56,61,0,5.26,PK,2021-12-02 18:29:01,clear sky
130,Nuevo Progreso,23.1667,-97.95,82.89,49,0,1.99,MX,2021-12-02 18:29:01,clear sky
131,Victoria,22.2855,114.1577,65.25,34,5,5.99,HK,2021-12-02 18:25:24,clear sky
132,Linfen,36.0889,111.5189,37.8,34,0,1.81,CN,2021-12-02 18:29:02,clear sky
133,Clarksville,36.5298,-87.3595,70.54,39,1,8.05,US,2021-12-02 18:28:30,clear sky
134,Berdigestyakh,62.0989,126.6992,-21.41,93,92,9.82,RU,2021-12-02 18:29:02,overcast clouds
135,Camopi,3.1655,-52.3158,73.85,98,100,1.14,GF,2021-12-02 18:30:03,light rain
136,Saldanha,-33.0117,17.9442,62.65,74,0,24.72,ZA,2021-12-02 18:30:04,clear sky
137,Villa Carlos Paz,-31.4241,-64.4978,83.48,27,32,15.01,AR,2021-12-02 18:28:43,scattered clouds
138,Ust-Tsilma,65.441,52.1498,13.44,95,100,6.82,RU,2021-12-02 18:30:05,overcast clouds
139,Bata,1.8639,9.7658,79.7,82,90,5.77,GQ,2021-12-02 18:30:06,moderate rain
140,Nioro,13.35,-15.75,87.1,15,7,6.02,GM,2021-12-02 18:30:06,clear sky
141,Grindavik,63.8424,-22.4338,39.67,75,75,24.16,IS,2021-12-02 18:30:07,broken clouds
142,Yaan,7.3833,8.5667,84.04,22,25,2.37,NG,2021-12-02 18:30:07,scattered clouds
143,Saint George,37.1041,-113.5841,68.47,39,1,0.0,US,2021-12-02 18:28:38,clear sky
144,Klaksvik,62.2266,-6.589,36.52,98,100,24.4,FO,2021-12-02 18:30:08,overcast clouds
145,Husavik,66.0449,-17.3389,35.51,84,84,14.83,IS,2021-12-02 18:27:55,broken clouds
146,Cherskiy,68.75,161.3,-9.04,85,100,7.94,RU,2021-12-02 18:30:09,overcast clouds
147,Lavrentiya,65.5833,-171.0,-7.73,91,100,1.81,RU,2021-12-02 18:30:09,overcast clouds
148,Scarborough,54.2797,-0.4044,35.53,82,100,1.01,GB,2021-12-02 18:30:10,overcast clouds
149,Kudahuvadhoo,2.6708,72.8944,81.48,79,99,7.27,MV,2021-12-02 18:30:10,overcast clouds
150,Sept-Iles,50.2001,-66.3821,27.03,87,40,5.01,CA,2021-12-02 18:30:02,scattered clouds
151,Kavieng,-2.5744,150.7967,81.77,75,100,4.99,PG,2021-12-02 18:30:11,overcast clouds
152,Mahebourg,-20.4081,57.7,79.09,83,75,9.22,MU,2021-12-02 18:30:11,light rain
153,Gat,31.61,34.7642,63.39,100,7,4.12,IL,2021-12-02 18:30:11,clear sky
154,Hithadhoo,-0.6,73.0833,81.82,78,100,6.08,MV,2021-12-02 18:30:12,overcast clouds
155,Aranjuez,40.0311,-3.6025,49.08,54,0,11.54,ES,2021-12-02 18:30:12,clear sky
156,Atar,20.5169,-13.0499,73.06,16,100,11.68,MR,2021-12-02 18:30:13,overcast clouds
157,Eenhana,-17.4667,16.3333,77.02,50,100,8.12,NA,2021-12-02 18:30:13,overcast clouds
158,Batemans Bay,-35.7167,150.1833,67.1,94,3,3.76,AU,2021-12-02 18:30:14,clear sky
159,Longyearbyen,78.2186,15.6401,22.84,68,40,19.57,SJ,2021-12-02 18:30:14,scattered clouds
160,Khatanga,71.9667,102.5,-41.15,100,69,5.93,RU,2021-12-02 18:30:14,broken clouds
161,Upernavik,72.7868,-56.1549,27.73,81,100,29.51,GL,2021-12-02 18:30:15,overcast clouds
162,Mar Del Plata,-38.0023,-57.5575,68.02,85,0,21.99,AR,2021-12-02 18:25:44,clear sky
163,Tigre,-34.426,-58.5796,83.19,54,0,11.5,AR,2021-12-02 18:30:15,clear sky
164,Den Chai,17.9837,100.0522,67.6,86,92,1.23,TH,2021-12-02 18:30:16,overcast clouds
165,Sao Filipe,14.8961,-24.4956,75.43,67,100,10.33,CV,2021-12-02 18:27:42,overcast clouds
166,Berlin,52.5244,13.4105,35.04,76,20,11.01,DE,2021-12-02 18:28:33,few clouds
167,Holme,56.1138,10.1725,31.86,84,15,9.93,DK,2021-12-02 18:30:17,few clouds
168,Ancud,-41.8697,-73.8203,58.53,59,63,7.92,CL,2021-12-02 18:30:17,broken clouds
169,Hualmay,-11.0964,-77.6139,70.97,73,99,10.2,PE,2021-12-02 18:30:18,overcast clouds
170,Olafsvik,64.8945,-23.7142,39.96,69,100,33.55,IS,2021-12-02 18:30:18,light rain
171,Road Town,18.4167,-64.6167,86.04,70,40,11.5,VG,2021-12-02 18:30:19,scattered clouds
172,Hirara,24.8,125.2833,66.74,57,84,21.07,JP,2021-12-02 18:30:19,broken clouds
173,Mantua,45.1667,10.7833,46.71,87,100,1.72,IT,2021-12-02 18:30:20,overcast clouds
174,Liwale,-9.7667,37.9333,70.75,74,10,4.65,TZ,2021-12-02 18:30:20,clear sky
175,Nosy Varika,-20.5833,48.5333,76.19,71,62,4.52,MG,2021-12-02 18:30:20,broken clouds
176,Linxia,35.6003,103.2064,27.16,68,100,2.57,CN,2021-12-02 18:30:21,overcast clouds
177,Byron Bay,-28.65,153.6167,74.05,93,90,10.85,AU,2021-12-02 18:30:21,overcast clouds
178,Sola,-13.8833,167.55,78.67,84,79,14.79,VU,2021-12-02 18:25:33,heavy intensity rain
179,Kangaatsiaq,68.3065,-53.4641,26.87,83,100,22.75,GL,2021-12-02 18:30:22,light snow
180,Buenavista,8.9769,125.4089,76.62,92,100,4.5,PH,2021-12-02 18:30:22,light rain
181,Paoua,7.2427,16.4406,79.56,28,75,3.27,CF,2021-12-02 18:30:23,broken clouds
182,Iqaluit,63.7506,-68.5145,17.33,67,40,0.0,CA,2021-12-02 18:29:48,scattered clouds
183,Vardo,70.3705,31.1107,30.18,59,75,18.41,NO,2021-12-02 18:30:23,broken clouds
184,Ilam,26.9167,87.9167,55.85,79,10,5.1,NP,2021-12-02 18:31:24,clear sky
185,Pevek,69.7008,170.3133,-4.2,84,100,2.17,RU,2021-12-02 18:31:24,overcast clouds
186,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,84.0,74,40,2.3,BR,2021-12-02 18:31:25,moderate rain
187,Lugovoy,42.9472,72.7644,44.37,46,98,10.54,KZ,2021-12-02 18:31:25,overcast clouds
188,Salalah,17.0151,54.0924,77.09,61,0,3.44,OM,2021-12-02 18:31:26,clear sky
189,Gaya,24.7833,85.0,57.11,94,40,0.0,IN,2021-12-02 18:31:26,mist
190,Vilhena,-12.7406,-60.1458,86.22,62,40,12.66,BR,2021-12-02 18:31:27,scattered clouds
191,Sakakah,29.9697,40.2064,56.77,46,0,3.98,SA,2021-12-02 18:31:27,clear sky
192,Porbandar,21.6422,69.6093,70.75,60,0,13.09,IN,2021-12-02 18:31:28,clear sky
193,Benito Juarez,19.385,-99.165,70.14,25,1,1.01,MX,2021-12-02 18:31:28,clear sky
194,Barkhan,29.8977,69.5256,51.21,38,0,2.13,PK,2021-12-02 18:31:29,clear sky
195,Mingaora,34.7758,72.3625,53.19,21,0,7.63,PK,2021-12-02 18:31:29,clear sky
196,Khani,41.9563,42.9566,29.77,82,18,5.1,GE,2021-12-02 18:31:30,few clouds
197,Lorengau,-2.0226,147.2712,80.6,79,100,6.02,PG,2021-12-02 18:31:31,overcast clouds
198,Bogotol,56.2078,89.5342,18.25,77,100,7.96,RU,2021-12-02 18:31:31,overcast clouds
199,Vao,-22.6667,167.4833,75.9,80,99,18.41,NC,2021-12-02 18:31:32,overcast clouds
200,Umea,63.8284,20.2597,3.13,92,40,8.05,SE,2021-12-02 18:31:32,scattered clouds
201,Shuiji,27.4214,118.345,39.45,71,0,1.92,CN,2021-12-02 18:31:33,clear sky
202,Igarka,67.4667,86.5833,6.04,96,100,11.95,RU,2021-12-02 18:31:33,snow
203,Laguna,38.421,-121.4238,77.65,85,90,1.01,US,2021-12-02 18:31:33,mist
204,Babai,22.7,77.9333,65.35,37,98,6.67,IN,2021-12-02 18:31:34,overcast clouds
205,Yacuiba,-22.038,-63.6797,92.17,49,75,0.0,BO,2021-12-02 18:31:34,broken clouds
206,Puerto Escondido,15.85,-97.0667,86.83,70,40,6.91,MX,2021-12-02 18:27:25,scattered clouds
207,Nabire,-3.3667,135.4833,75.67,92,100,4.03,ID,2021-12-02 18:31:35,overcast clouds
208,Cockburn Town,21.4612,-71.1419,80.96,72,7,8.12,TC,2021-12-02 18:31:36,clear sky
209,Ribeira Grande,38.5167,-28.7,64.8,82,40,5.75,PT,2021-12-02 18:31:36,scattered clouds
210,San Lawrenz,36.0553,14.204,62.01,69,0,5.01,MT,2021-12-02 18:31:37,clear sky
211,Wahiawa,21.5028,-158.0236,75.79,86,40,0.0,US,2021-12-02 18:31:37,scattered clouds
212,Torbay,47.6666,-52.7314,45.57,74,40,16.11,CA,2021-12-02 18:30:30,scattered clouds
213,Joshimath,30.5667,79.5667,52.14,95,100,0.25,IN,2021-12-02 18:31:38,light rain
214,Severo-Yeniseyskiy,60.3725,93.0408,23.67,83,100,13.98,RU,2021-12-02 18:31:39,overcast clouds
215,Sao Joao Da Barra,-21.6403,-41.0511,77.09,76,15,14.38,BR,2021-12-02 18:31:39,few clouds
216,Labuhan,-6.8844,112.2051,77.58,92,100,8.19,ID,2021-12-02 18:31:39,overcast clouds
217,Cayenne,4.9333,-52.3333,80.1,85,75,3.0,GF,2021-12-02 18:31:40,light rain
218,Carutapera,-1.195,-46.02,83.03,74,49,7.65,BR,2021-12-02 18:31:40,scattered clouds
219,Cape Town,-33.9258,18.4232,64.27,54,20,20.71,ZA,2021-12-02 18:27:39,few clouds
220,Marsassoum,12.8275,-15.9806,87.89,18,7,3.94,SN,2021-12-02 18:31:41,clear sky
221,Zhanakorgan,43.9098,67.2495,54.93,30,100,3.44,KZ,2021-12-02 18:31:41,light rain
222,Castro,-24.7911,-50.0119,79.92,43,21,1.7,BR,2021-12-02 18:31:35,few clouds
223,Nsanje,-16.92,35.262,79.14,76,46,2.51,MW,2021-12-02 18:31:42,scattered clouds
224,Wattegama,6.7989,81.4808,74.21,93,100,1.48,LK,2021-12-02 18:31:43,overcast clouds
225,Biak,-0.9131,122.8766,78.03,75,100,2.57,ID,2021-12-02 18:31:43,overcast clouds
226,Maceio,-9.6658,-35.7353,90.84,58,20,14.97,BR,2021-12-02 18:31:44,few clouds
227,Aquiraz,-3.9014,-38.3911,89.22,57,100,14.09,BR,2021-12-02 18:31:44,overcast clouds
228,Port Hawkesbury,45.6169,-61.3485,45.88,92,90,4.0,CA,2021-12-02 18:32:45,overcast clouds
229,Namatanai,-3.6667,152.4333,79.63,80,86,1.52,PG,2021-12-02 18:32:45,overcast clouds
230,Sarany,58.5,58.8833,20.37,94,100,10.54,RU,2021-12-02 18:32:46,light snow
231,Znamenskoye,57.1281,73.8282,32.9,90,98,9.84,RU,2021-12-02 18:32:46,overcast clouds
232,Kununurra,-15.7667,128.7333,80.58,89,100,0.0,AU,2021-12-02 18:32:46,overcast clouds
233,Touros,-5.1989,-35.4608,88.7,68,100,13.38,BR,2021-12-02 18:32:47,overcast clouds
234,Ambon,-3.6954,128.1814,75.34,94,40,5.75,ID,2021-12-02 18:32:47,heavy intensity rain
235,Halifax,44.6453,-63.5724,49.68,88,90,5.99,CA,2021-12-02 18:31:50,overcast clouds
236,Mangan,27.5167,88.5333,61.03,54,18,5.57,IN,2021-12-02 18:32:48,few clouds
237,Kamenka,51.3223,42.7678,29.75,62,100,14.7,RU,2021-12-02 18:32:48,overcast clouds
238,Vila Franca Do Campo,37.7167,-25.4333,66.2,76,75,3.76,PT,2021-12-02 18:28:49,broken clouds
239,Scottsbluff,41.8666,-103.6672,72.28,23,1,8.99,US,2021-12-02 18:32:49,clear sky
240,Vallenar,-28.5708,-70.7581,84.06,22,10,11.5,CL,2021-12-02 18:32:50,clear sky
241,Taoudenni,22.6783,-3.9836,73.22,15,100,7.25,ML,2021-12-02 18:32:50,overcast clouds
242,Rafai,4.95,23.9167,74.68,78,100,3.47,CF,2021-12-02 18:32:51,overcast clouds
243,Huarmey,-10.0681,-78.1522,71.92,74,81,11.12,PE,2021-12-02 18:32:51,broken clouds
244,Camabatela,-8.1881,15.375,63.36,96,83,1.07,AO,2021-12-02 18:32:52,broken clouds
245,Mao,39.8885,4.2658,46.96,93,20,5.75,ES,2021-12-02 18:32:52,few clouds
246,Qingyuan,23.7,113.0333,51.78,55,4,5.73,CN,2021-12-02 18:32:52,clear sky
247,Ossora,59.2353,163.0719,32.76,96,100,13.02,RU,2021-12-02 18:32:53,snow
248,Lompoc,34.6391,-120.4579,81.09,87,1,3.44,US,2021-12-02 18:32:53,mist
249,Yima,34.7381,111.8839,36.45,38,0,10.0,CN,2021-12-02 18:32:54,clear sky
250,Oranjestad,12.524,-70.027,85.95,70,75,17.27,AW,2021-12-02 18:30:12,broken clouds
251,Stepnyak,52.8339,70.7803,31.44,89,18,17.27,KZ,2021-12-02 18:32:54,few clouds
252,Menongue,-14.6585,17.691,68.49,74,81,3.27,AO,2021-12-02 18:32:55,broken clouds
253,Oktyabrskoye,43.0645,44.7417,24.94,93,2,8.95,RU,2021-12-02 18:32:55,clear sky
254,Tabat,-2.635,115.2274,73.78,98,100,1.63,ID,2021-12-02 18:32:55,overcast clouds
255,Port Hedland,-20.3167,118.5667,82.45,61,61,11.5,AU,2021-12-02 18:32:56,broken clouds
256,Sisimiut,66.9395,-53.6735,26.38,68,100,28.05,GL,2021-12-02 18:27:59,overcast clouds
257,Kieta,-6.2167,155.6333,78.15,82,64,2.68,PG,2021-12-02 18:29:09,broken clouds
258,Bloemhof,-27.6469,25.607,73.71,49,86,8.72,ZA,2021-12-02 18:32:57,overcast clouds
259,Ahipara,-35.1667,173.1667,64.9,85,100,7.45,NZ,2021-12-02 18:32:57,overcast clouds
260,Mayo,38.8876,-76.5119,65.43,56,1,5.99,US,2021-12-02 18:32:58,clear sky
261,Georgetown,5.4112,100.3354,77.95,88,40,3.44,MY,2021-12-02 18:28:17,moderate rain
262,Pueblo Bello,8.2041,-76.526,84.7,67,67,4.99,CO,2021-12-02 18:32:59,broken clouds
263,Kembe,4.6228,21.8865,73.9,80,91,4.43,CF,2021-12-02 18:32:59,light rain
264,Ponta Do Sol,32.6667,-17.1,65.71,63,2,7.11,PT,2021-12-02 18:32:59,clear sky
265,Desnogorsk,54.1508,33.2815,36.63,97,100,12.75,RU,2021-12-02 18:33:00,overcast clouds
266,Riohacha,11.5444,-72.9072,91.51,49,40,18.41,CO,2021-12-02 18:33:00,scattered clouds
267,Tarpon Springs,28.1461,-82.7568,77.18,61,1,1.99,US,2021-12-02 18:33:01,clear sky
268,Kambam,5.2505,96.8629,77.9,85,100,3.4,ID,2021-12-02 18:33:01,overcast clouds
269,Rocha,-34.4833,-54.3333,68.94,58,90,11.68,UY,2021-12-02 18:33:01,overcast clouds
270,Saint Anthony,45.0205,-93.218,46.78,55,1,5.99,US,2021-12-02 18:33:02,clear sky
271,Padang,-0.9492,100.3543,75.25,81,100,3.51,ID,2021-12-02 18:30:46,overcast clouds
272,Aswan,24.0934,32.907,67.3,39,0,11.5,EG,2021-12-02 18:33:03,clear sky
273,Kindu,-2.95,25.95,70.63,96,100,1.99,CD,2021-12-02 18:33:03,overcast clouds
274,Antofagasta,-23.65,-70.4,69.08,64,48,8.72,CL,2021-12-02 18:31:50,scattered clouds
275,San Cristobal,7.7669,-72.225,78.98,58,80,6.98,VE,2021-12-02 18:33:04,broken clouds
276,Vaitape,-16.5167,-151.75,81.25,74,97,21.7,PF,2021-12-02 18:34:04,light rain
277,Kloulklubed,7.0419,134.2556,81.1,88,100,11.39,PW,2021-12-02 18:34:05,moderate rain
278,Lata,40.1629,-8.3327,50.81,78,1,4.79,PT,2021-12-02 18:34:05,clear sky
279,Conde,-7.2597,-34.9075,87.26,62,40,11.5,BR,2021-12-02 18:34:06,scattered clouds
280,Acapulco,16.8634,-99.8901,85.82,70,1,5.75,MX,2021-12-02 18:34:06,clear sky
281,Eyl,7.9803,49.8164,77.16,66,1,16.87,SO,2021-12-02 18:34:07,clear sky
282,Hasaki,35.7333,140.8333,50.4,59,100,22.15,JP,2021-12-02 18:34:07,light rain
283,Pisco,-13.7,-76.2167,70.02,78,0,9.22,PE,2021-12-02 18:34:08,clear sky
284,Lobito,-12.3481,13.5456,77.14,81,74,8.77,AO,2021-12-02 18:34:09,light rain
285,Sandpoint,48.2766,-116.5533,51.57,77,1,4.61,US,2021-12-02 18:30:52,clear sky
286,Cuamba,-14.8031,36.5372,79.11,43,13,0.83,MZ,2021-12-02 18:34:09,few clouds
287,Bonthe,7.5264,-12.505,81.68,76,48,6.78,SL,2021-12-02 18:34:10,scattered clouds
288,Ilulissat,69.2167,-51.1,23.94,93,100,18.66,GL,2021-12-02 18:34:10,snow
289,Andros Town,24.7,-77.7667,78.76,62,36,12.15,BS,2021-12-02 18:34:11,scattered clouds
290,Karoi,-16.8099,29.6925,74.37,42,9,3.36,ZW,2021-12-02 18:34:11,clear sky
291,Takoradi,4.8845,-1.7554,80.65,81,13,9.66,GH,2021-12-02 18:34:12,few clouds
292,Beringovskiy,63.05,179.3167,33.3,96,100,22.55,RU,2021-12-02 18:34:12,light snow
293,Te Anau,-45.4167,167.7167,54.77,98,100,0.65,NZ,2021-12-02 18:34:12,overcast clouds
294,Naron,43.5167,-8.1528,54.01,78,99,10.74,ES,2021-12-02 18:34:13,overcast clouds
295,Banepa,27.6298,85.5214,53.92,76,75,2.3,NP,2021-12-02 18:34:13,broken clouds
296,Destin,30.3935,-86.4958,76.64,66,1,3.0,US,2021-12-02 18:34:14,clear sky
297,Liberal,37.0431,-100.921,73.15,20,1,0.0,US,2021-12-02 18:34:14,clear sky
298,Port Lincoln,-34.7333,135.8667,58.98,70,100,11.34,AU,2021-12-02 18:30:29,overcast clouds
299,Piacabucu,-10.4056,-36.4344,83.3,65,96,14.74,BR,2021-12-02 18:34:15,overcast clouds
300,Roanoke Rapids,36.4615,-77.6542,68.88,55,1,12.66,US,2021-12-02 18:34:15,clear sky
301,Bandarbeyla,9.4942,50.8122,77.18,72,0,14.79,SO,2021-12-02 18:34:16,clear sky
302,Verkhnyaya Inta,65.9811,60.3094,9.07,95,100,3.09,RU,2021-12-02 18:34:16,light snow
303,Arman,59.7,150.1667,-3.89,97,100,19.98,RU,2021-12-02 18:34:17,overcast clouds
304,Manaus,-3.1019,-60.025,86.5,70,40,5.75,BR,2021-12-02 18:34:17,scattered clouds
305,Aksarka,66.5606,67.7975,-0.06,95,100,15.08,RU,2021-12-02 18:34:18,overcast clouds
306,Yumen,40.2833,97.2,23.97,44,85,11.05,CN,2021-12-02 18:34:18,overcast clouds
307,Haines Junction,60.7522,-137.5108,4.95,66,100,11.5,CA,2021-12-02 18:31:34,overcast clouds
308,Daru,-9.0763,143.2092,80.11,85,100,4.16,PG,2021-12-02 18:34:19,light rain
309,Shenjiamen,29.9576,122.298,49.5,56,0,11.92,CN,2021-12-02 18:34:19,clear sky
310,Novyy Urengoy,66.0833,76.6333,11.84,96,100,7.58,RU,2021-12-02 18:34:20,light snow
311,Oyama,36.3,139.8,47.59,58,60,3.98,JP,2021-12-02 18:34:20,broken clouds
312,Moron,-34.6534,-58.6198,82.02,51,0,4.0,AR,2021-12-02 18:34:21,clear sky
313,Kaura Namoda,12.5898,6.5779,78.82,19,56,8.52,NG,2021-12-02 18:34:21,broken clouds
314,Goderich,43.7501,-81.7165,44.92,70,99,20.71,CA,2021-12-02 18:34:22,overcast clouds
315,Lewistown,40.5992,-77.5714,64.36,48,1,17.27,US,2021-12-02 18:34:22,clear sky
316,Kuching,1.55,110.3333,79.02,89,40,4.61,MY,2021-12-02 18:34:23,scattered clouds
317,Ulladulla,-35.35,150.4667,63.5,91,0,4.97,AU,2021-12-02 18:34:23,clear sky
318,Hami,42.8,93.45,26.58,57,0,2.08,CN,2021-12-02 18:34:23,clear sky
319,Opuwo,-18.0607,13.84,73.4,36,41,3.91,NA,2021-12-02 18:34:24,scattered clouds
320,Alofi,-19.0595,-169.9187,75.09,94,73,2.3,NU,2021-12-02 18:35:24,light rain
321,Fairbanks,64.8378,-147.7164,-5.69,77,75,0.0,US,2021-12-02 18:35:01,light snow
322,Kumluca,36.3703,30.2869,51.67,75,2,5.01,TR,2021-12-02 18:35:25,clear sky
323,Rizhao,35.4275,119.4553,38.89,50,0,6.04,CN,2021-12-02 18:35:26,clear sky
324,Mount Gambier,-37.8333,140.7667,48.11,93,90,5.75,AU,2021-12-02 18:35:26,overcast clouds
325,Adre,13.4667,22.2,74.23,21,0,9.44,TD,2021-12-02 18:35:26,clear sky
326,Ugoofaaru,5.6667,73.0,82.06,76,11,2.55,MV,2021-12-02 18:35:27,few clouds
327,Hovd,48.0056,91.6419,12.06,64,0,0.81,MN,2021-12-02 18:35:28,clear sky
328,Kroya,-7.6331,109.2461,78.37,87,100,3.2,ID,2021-12-02 18:35:28,moderate rain
329,Bara,10.3744,10.7288,79.9,21,36,7.38,NG,2021-12-02 18:35:28,scattered clouds
330,Ganzhou,28.8184,115.4327,46.04,50,99,2.77,CN,2021-12-02 18:35:29,overcast clouds
331,Coquimbo,-29.9533,-71.3436,64.13,67,20,13.8,CL,2021-12-02 18:31:32,few clouds
332,Baker City,44.7749,-117.8344,49.82,87,1,0.0,US,2021-12-02 18:35:30,clear sky
333,Sao Felix Do Xingu,-6.6447,-51.995,84.11,76,99,1.68,BR,2021-12-02 18:35:30,overcast clouds
334,Iberia,29.9502,-91.7507,76.05,60,75,3.44,US,2021-12-02 18:35:31,broken clouds
335,Faanui,-16.4833,-151.75,81.25,74,100,21.65,PF,2021-12-02 18:31:37,light rain
336,Ukiah,39.1502,-123.2078,74.97,45,5,0.96,US,2021-12-02 18:35:31,clear sky
337,Tuatapere,-46.1333,167.6833,56.82,95,98,1.88,NZ,2021-12-02 18:35:32,overcast clouds
338,Mandurah,-32.55,115.7,62.22,66,0,18.59,AU,2021-12-02 18:35:32,clear sky
339,Marzuq,14.4,46.4667,60.03,43,0,0.47,YE,2021-12-02 18:35:32,clear sky
